user	ALCOHOL	BIGOTRY	DRUGS	LANGUAGE	SEX	VIOLENCE	VOLUNTEERING	DONATION	HELPING_OTHERS	PROTECTING_OTHERS
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	0	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	0	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	1	0	0	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	1	0	0	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	0	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	1	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	1	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	0	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	0	0	0	1	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	1	0	0	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	0	0	1	0	0	0	0
976e5d83-87c7-4688-bdc3-0e1537a3f3fd	0	0	0	1	0	0	0	0	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	1	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	1	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	0	1
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	1	0	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	1	0	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	1	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	1	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	0	1
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	1	0	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	1	0	0	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
9e6a9411-357c-40ab-bdad-6ee1a8dd1109	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	1	0	0	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	1	0	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	0	0	1	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	0	0	0	1	0	0	0
a26638c4-781d-4f47-9516-0ca85a57740f	0	0	0	1	0	0	0	0	0	0
b61dfd07-be8b-4be0-ba96-3f04f2a388c2	0	0	0	0	0	0	0	0	1	0
b61dfd07-be8b-4be0-ba96-3f04f2a388c2	0	0	0	0	0	0	0	0	1	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
c637264e-c9fe-41a9-a939-7994f7d4cec4	0	0	0	0	0	1	0	0	0	0
