Srvy_id	SQ23_1050	SQ23_1120	SQ23_1300	SQ23_1301	SQ23_1321	SQ23_1440	SQ23_1441	SQ23_1460	SQ23_1463	SQ23_1500	SQ23_1525	SQ23_1610	SQ23_1710	SQ23_1811	SQ23_1930	SQ23_1932	SQ23_4006	SQ23_4150	SQ23_4220	SQ23_4225	SQ23_4531	SQ23_4534	SQ23_4537	SQ23_4538	SQ23_5600	SQ23_5631	SQ23_5660	SQ23_5700	SQ23_5814	SQ23_5831	SQ23_5833	SQ23_5836	SQ23_5971	SQ23_5972	SQ23_8031	SQ23_8080	SQ23_8179	SQ23_8180	SQ23_8186	SQ23_8200	SQ23_8370	SQ23_8475	SQ23_9050	SQ23_9230	SQ23_9600	SQ23_9622	SQ23_9902	SQ23_9910
1511201069	-3	-3	-3	-3	-2	3	3	3	3	3	-3	3	3	3	-3	-2	-3	-1	-3	-3	0	0	-1	1	2	2	2	2	2	3	2	0	-2	-3	1	1	2	2	0	1	0	-3	-3	0	-3	-3	-3	-3
1511201073	-3	-3	-3	-3	3	3	0	3	3	0	-3	3	0	3	-3	-3	3	3	3	3	3	-3	-3	-3	3	3	3	0	0	3	3	3	-3	0	3	3	0	0	3	3	3	-3	-3	-3	-3	-3	-3	-3
1511201079	-3	-3	-3	-3	-1	3	3	2	3	1	-3	1	3	1	-3	-3	-3	-3	-2	-3	1	1	1	3	3	3	3	3	3	1	3	3	-3	-3	0	3	2	1	2	2	3	-3	-3	-3	-3	-3	-3	-3
1511201088	-3	-3	-3	-3	-3	1	2	2	2	1	-3	1	2	2	-3	-3	2	2	2	3	1	0	-1	1	2	2	1	1	1	1	2	1	-2	-1	1	1	-1	1	1	0	1	1	-2	-1	-2	-3	-3	-3
1511201127	0	-1	-2	1	1	2	3	3	2	3	-1	2	3	1	3	3	3	3	3	3	-2	-2	-2	-2	2	1	1	2	0	2	3	2	0	1	1	1	-1	1	2	2	1	1	-1	3	2	-2	-2	-3
1511201174	-3	-3	-3	1	3	3	3	3	3	3	-3	1	3	3	0	0	-3	-3	-3	-3	1	1	3	1	1	1	3	3	2	0	3	2	-1	-3	-3	-3	1	1	0	2	1	1	-3	1	-3	-3	-3	-3
1511201207	-3	-2	-3	-3	-3	1	3	3	1	0	-3	2	2	-3	-3	-3	0	0	2	2	1	0	-3	0	3	1	0	0	2	3	0	0	-3	-3	2	3	1	0	2	0	0	0	-3	0	-2	3	-3	-3
1511201222	0	1	-3	0	-1	0	0	2	0	1	-3	0	1	-1	1	-1	-2	-3	-3	-2	-3	-3	-3	-3	3	2	3	2	0	-3	2	1	1	1	0	-3	-2	-3	-3	-2	-2	-3	-3	-3	-3	-3	-3	-3
1511201227	-2	-2	-2	-2	-2	0	1	0	-1	0	-2	0	1	-1	-2	-2	2	3	3	3	0	0	-1	0	2	2	2	1	1	1	3	1	1	-2	0	0	1	1	0	1	1	-2	-1	-1	-2	-1	-2	-2
1511201245	-2	-3	-3	-2	0	2	2	1	1	0	-2	1	1	1	-2	-2	2	2	2	3	0	-1	-1	-1	1	1	1	1	0	1	2	1	-1	-1	1	0	-1	1	0	0	2	-1	-1	-1	-2	-1	-2	-3
1511201283	-3	-3	-3	-3	-3	0	0	0	-1	0	-3	0	0	-3	-3	-2	1	1	1	3	-3	-3	-3	-3	2	-1	1	3	1	-2	1	-2	-3	-3	1	1	1	-2	1	1	1	-3	-3	-3	-3	-3	-3	-3
1511201297	-3	-3	-3	-3	-3	3	3	1	0	0	-3	1	3	-2	-2	-3	-3	-3	-3	-3	-1	-1	-2	-2	1	3	2	3	-2	3	1	2	0	-2	2	2	-1	-2	2	2	3	3	-1	-1	-3	-1	-3	-3
1511201299	-3	-3	-2	-1	-1	2	2	2	0	3	-1	1	2	0	-1	-1	3	3	3	3	-1	-1	-1	-2	3	3	3	3	3	1	3	2	0	-3	2	1	0	0	3	0	0	3	-3	1	0	-3	-3	-3
1511201375	-1	-1	-1	-1	-2	2	2	2	1	1	-2	2	1	0	0	1	2	1	1	2	1	0	-1	1	1	1	1	0	1	1	0	1	0	0	1	1	2	2	3	1	0	-1	-1	1	-3	1	-2	-3
1511201376	-3	-3	-1	-3	0	3	3	3	3	3	-3	1	3	-1	-1	-2	-3	-2	0	-3	-1	-2	0	0	1	2	1	-1	-1	1	1	1	-3	-3	1	0	-2	0	1	0	0	-1	-3	-3	-3	-3	-3	-3
1511201378	-1	-3	-2	1	1	2	2	2	1	3	0	2	3	2	-2	-1	2	2	3	3	-1	0	-2	-2	2	3	2	1	3	3	3	2	1	-1	3	2	1	1	2	0	1	0	0	-1	-1	3	-2	-1
1511201380	-3	-3	-2	-2	-2	3	3	3	3	3	-2	3	3	1	-2	-3	-3	-3	-3	-3	0	0	-2	-2	2	2	2	2	2	3	0	2	-3	-1	1	-1	-1	-2	1	1	0	1	-3	-3	-3	-3	-3	-3
1511201416	0	-3	-3	-3	0	3	3	3	-3	0	-3	1	2	-3	2	0	0	-3	0	-3	0	0	0	0	1	3	1	3	0	3	1	1	-3	-3	1	0	3	2	1	2	1	0	3	-3	0	0	-3	-3
1511201428	-2	-3	-3	-2	-2	3	3	3	3	3	-3	3	3	-2	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	3	3	0	0	3	-3	3	3	-3	-2	3	-2	-2	-2	-2	1	-2	-2	-3	-3	-3	-3	-3	-3
1511201433	-1	-1	-1	-1	-1	0	1	1	0	0	-1	0	0	-1	0	-1	-1	0	1	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1
1511201455	-2	1	1	-3	-2	1	0	3	2	-3	-3	1	0	-1	1	1	1	-3	-2	-1	-1	0	-3	-1	-3	-1	-2	-3	1	1	0	-3	-1	-2	-3	-2	-1	2	-3	1	-2	-3	-3	-1	1	-2	-1	2
1511201460	-3	-2	-3	-3	-1	1	3	3	2	3	-3	1	3	1	-2	-3	-2	2	3	3	0	-2	-3	-2	2	3	3	3	2	3	3	-1	1	0	1	3	1	0	2	0	0	-1	0	1	0	-2	-1	-2
1511201501	-3	-3	-1	-3	1	3	3	2	3	1	-3	0	2	1	-3	-3	-3	-3	-3	-3	-1	1	1	0	3	1	2	3	3	3	2	1	-3	-3	0	0	0	2	1	1	1	-1	-3	1	-3	-1	-3	-3
1511201529	-2	-1	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1	2	-2	-2	-2	-1	1	-1	-1	-3	1	0	2	-1	-2	-2	0	1	0	0	1	-2	-2	-1	-3	-3	-2	-3	-3	-3
1511201784	0	-1	-3	0	1	3	3	3	3	3	-3	3	3	2	-3	-3	1	1	0	0	2	2	2	1	2	3	2	2	2	2	2	0	-2	-1	0	2	-1	2	1	2	1	1	-3	-3	-1	-2	-3	-3
1511201814	0	0	3	3	3	3	3	3	3	3	3	3	3	3	0	0	3	3	3	3	-3	-3	-3	-3	3	3	3	3	3	3	3	3	-3	-3	3	3	0	3	3	3	3	-3	-3	0	-3	-3	-3	-3
1511201982	1	-2	-1	-2	0	3	3	3	3	3	-3	3	3	3	-1	-1	0	0	0	0	3	0	1	0	2	3	2	2	3	3	3	0	0	-2	1	2	-1	0	1	-1	2	0	-3	-3	-3	-3	-3	-3
1511202032	-3	-3	-3	-3	-1	2	2	0	-2	-3	-3	-1	1	0	-1	-1	2	0	3	1	-2	-3	-3	-3	3	0	3	2	-3	-3	3	-3	-3	-3	0	-3	-3	0	0	-3	1	-3	-3	-3	1	-3	-3	-3
1511202037	-3	-3	-3	-3	-3	3	3	1	0	-3	-3	2	0	-3	-3	-3	3	-3	3	1	3	-2	-3	-3	1	0	1	0	2	0	1	2	-3	1	2	0	2	0	0	1	1	-2	1	-3	-3	-1	-3	-3
1511202041	-2	-1	-1	-1	1	1	2	2	2	1	-2	1	1	1	-1	-1	-2	-2	-2	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	-2	-1	0	0	0	-1	-1	-1	0	-3	-2	-2	-3	-2	-3	-3
1511202088	-3	-2	-1	-2	-1	3	3	3	2	2	-2	2	3	-1	-2	-2	-1	-2	-1	0	2	3	0	3	3	2	2	1	2	2	-1	0	-1	-2	2	1	-2	-2	1	2	0	-1	-3	-2	-2	-3	-2	-3
1511202089	-3	-3	-3	-3	-3	2	1	2	2	1	-3	0	2	-1	-3	-3	-1	-3	0	0	1	0	1	1	2	1	1	1	2	1	1	1	-1	-1	1	1	0	1	1	0	0	0	-3	-1	-2	-3	-3	-3
1511202103	-3	-3	-3	-3	-3	2	3	1	1	1	-3	2	2	3	-3	-3	0	-3	1	3	3	1	1	1	3	3	2	3	3	3	3	3	0	-3	-3	1	3	0	-3	2	2	-3	-3	-3	-3	-3	-3	-3
1511202130	2	2	-3	-3	3	3	3	3	3	3	-3	2	3	3	1	2	-2	-3	1	1	1	1	1	1	3	3	3	3	3	3	3	3	2	1	1	2	1	1	2	2	2	2	-2	1	-3	-3	-3	-3
1511202132	-3	-3	-3	-3	-2	3	3	3	1	3	-3	3	3	3	-3	-2	0	0	0	-1	2	0	-1	0	3	3	3	3	1	3	3	3	0	-3	3	3	-1	-3	3	3	3	0	-3	-3	-3	-3	-3	-3
1511202133	-3	-3	-3	-3	-1	1	2	1	0	2	-3	2	3	-1	-1	0	3	2	3	3	0	-1	-1	0	2	2	1	1	-1	0	1	2	-3	-3	2	0	2	0	3	1	0	1	-3	-3	-3	-3	-3	-3
1511202179	-1	-3	-3	-1	-2	3	3	3	3	3	-3	3	3	-1	-1	-2	0	0	3	0	0	0	-1	3	3	3	3	2	1	3	1	3	-1	-2	2	1	0	2	1	1	-1	0	-2	-1	-2	-3	-3	-3
1511202210	-1	-3	-3	-2	1	1	3	1	0	2	-3	2	3	1	-1	0	1	1	1	2	1	1	-1	0	1	3	2	1	2	3	3	1	-2	-3	0	3	1	2	1	1	2	-1	-2	1	-3	-2	-2	-2
1511202222	-3	-3	-3	-3	1	3	3	3	3	1	-3	1	3	-2	-3	-3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	0	3	3	3	-3	0	3	1	1	-3	1	2	-2	-1	-3	1	-3	-3
1511202255	-1	-1	-3	-2	3	3	3	3	3	3	-3	3	3	3	-1	-2	3	-1	3	3	3	3	1	1	3	3	3	3	2	3	3	3	-2	-2	3	3	2	3	3	3	1	-2	-3	2	-3	-3	-2	-3
1511202261	-3	-3	-3	-2	0	3	3	3	1	3	-3	3	3	-2	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	3	3	2	2	0	3	1	2	0	-1	3	0	3	-1	2	0	2	-1	-3	-3	-3	-1	-3	-3
1511202302	-3	-3	-3	-2	-3	1	2	1	1	2	-3	1	2	-2	-2	-2	1	0	1	1	1	3	3	3	1	2	1	-1	0	1	2	2	-2	-2	-2	0	1	-1	-2	1	1	-1	-3	-2	-3	-3	-2	-3
1511202320	0	-2	-2	-1	2	1	3	3	0	1	-2	1	3	0	-1	-2	-1	0	1	2	-1	2	1	2	2	3	1	1	1	3	2	3	-2	-1	2	0	0	1	2	1	3	-3	-2	-2	-3	-3	-3	-3
1511202322	-2	-2	-1	-1	1	1	2	1	1	1	-1	1	1	0	-1	-1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	-1	-1	1	0	0	0	0	0	0	1	-1	-2	-1	-1	-2	-1
1511202362	-3	-2	-2	-2	-2	3	3	3	2	1	-2	2	3	0	0	0	-2	-2	0	0	-1	0	-2	-3	0	2	3	2	3	2	2	0	-2	-1	3	1	-2	0	0	1	0	-3	1	-2	-2	-1	-1	0
1511202364	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
1511202365	-3	-3	-3	-2	-2	1	3	1	1	2	-3	1	1	-1	-3	-3	0	-3	0	0	2	1	1	2	2	0	1	-1	2	2	3	-1	-3	-3	2	3	2	1	2	0	3	-2	-3	-3	-3	-3	-3	-3
1511202372	-3	-3	-3	-3	-1	3	2	2	1	1	-2	2	3	1	-3	-2	-3	-3	-3	-3	-1	0	0	-3	2	2	2	1	1	2	1	2	-1	-1	1	2	0	1	1	1	3	2	-3	-1	-3	-2	-2	-3
1511202393	-3	-3	-3	-3	-2	2	3	3	2	3	-3	3	3	2	-3	-3	-1	-1	0	-2	1	2	-2	1	3	3	3	3	3	3	3	3	-3	-3	2	-3	-3	-3	-2	2	1	-3	-3	-3	-3	-3	-3	-3
1511202429	-1	-1	-3	-3	0	2	2	1	-1	1	-3	0	1	0	-2	-2	-2	-2	-1	-3	-1	-1	-2	-2	1	0	2	2	1	2	2	1	0	-1	-1	0	1	-1	0	0	0	-1	-2	-2	-3	-3	-2	-2
1511202436	0	0	1	-1	1	3	3	3	3	3	-1	3	3	3	-1	-1	-1	-1	0	-1	0	-1	-1	0	3	3	3	0	3	3	1	1	-1	-1	3	3	-1	0	0	1	0	0	-2	-1	-1	-1	0	-1
1511202448	-1	-3	2	3	1	3	3	3	3	1	1	3	3	3	-1	-1	1	0	1	3	1	3	0	1	3	3	1	0	3	2	1	3	-1	-1	2	0	1	3	1	1	2	1	-1	-3	-3	-3	-3	-3
1511202453	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1511202457	-2	-1	0	-2	0	3	1	2	1	0	-1	1	3	1	0	0	-1	-1	-1	-2	0	0	-3	-2	1	2	3	1	2	1	3	1	-1	-1	0	0	-1	0	0	0	0	0	-3	-2	-2	-3	-3	-3
1511202493	-3	-3	-2	-2	-3	2	3	1	1	2	-3	1	3	1	-2	-2	-2	-1	-1	-2	0	1	-1	1	1	2	1	1	1	2	1	2	0	0	0	0	-1	0	0	0	0	-1	-2	-2	-2	-1	-2	-2
1511202495	1	1	-3	0	1	3	3	3	3	3	1	3	3	3	1	1	1	3	3	3	-2	-2	-3	-3	2	2	2	2	2	1	0	2	-2	-2	1	1	2	2	2	0	2	0	-3	0	-1	-3	-3	-3
1511202575	-3	-3	-3	-3	-3	0	-1	1	-1	-2	-3	1	1	-3	-3	-3	-3	-1	1	2	-3	-3	-3	-3	0	0	0	-2	1	1	2	0	-2	0	-1	-3	-1	-2	-1	-1	-2	-3	-2	-3	-3	-1	-2	-1
1511202597	-3	-3	-2	-2	-2	3	3	3	3	2	-3	3	3	1	-3	-3	2	1	2	2	0	0	-1	0	3	3	2	3	2	2	3	2	-2	-2	2	2	3	2	3	1	2	2	-3	1	-2	-2	-3	-3
1511202638	-2	-1	0	0	0	1	2	1	1	0	-1	0	0	1	0	0	1	0	1	2	0	1	1	1	1	1	2	1	1	2	1	0	1	0	1	1	2	1	0	2	2	-3	-1	-1	-2	-1	-3	-2
1511202651	-1	-1	-2	-1	1	1	1	1	2	1	-2	2	0	1	0	-2	3	3	3	3	0	0	0	0	3	0	3	3	0	-1	1	0	1	3	-1	0	0	-1	-1	-1	0	-1	-1	-1	0	-3	-3	-2
